@relation postag

@attribute word string
@attribute tag_two_before string
@attribute tag_before string
@attribute tag string

@data
?, VERB, ADJ, PUNCT
Gangguan, UNKNOWN2, UNKNOWN1, PROPN
tidur, UNKNOWN1, PROPN, NOUN
merupakan, PROPN, NOUN, VERB
masalah, NOUN, VERB, NOUN
umum, VERB, NOUN, ADJ
pada, NOUN, ADJ, ADP
pasien, ADJ, ADP, NOUN
yang, ADP, NOUN, PRON
berusia, NOUN, PRON, VERB
tua, PRON, VERB, ADJ
xDOT, VERB, ADJ, PUNCT
Islamabad, UNKNOWN2, UNKNOWN1, NOUN
terletak, UNKNOWN1, NOUN, VERB
pada, NOUN, VERB, ADP
koordinat, VERB, ADP, NOUN
33, ADP, NOUN, NUM
°, NOUN, NUM, SYM
40, NUM, SYM, NUM
′, SYM, NUM, PUNCT
LU, NUM, PUNCT, PROPN
73, PUNCT, PROPN, NUM
°, PROPN, NUM, SYM
10, NUM, SYM, NUM
′, SYM, NUM, PUNCT
BT, NUM, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
=, UNKNOWN2, UNKNOWN1, SYM
Gimana, UNKNOWN1, SYM, PRON
toh, SYM, PRON, ADV
ini, PRON, ADV, DET
?, ADV, DET, PUNCT
Peserta, UNKNOWN2, UNKNOWN1, NOUN
lokakarya, UNKNOWN1, NOUN, NOUN
sepakat, NOUN, NOUN, VERB
menugaskan, NOUN, VERB, VERB
Komite, VERB, VERB, PROPN
Pengembangan, VERB, PROPN, PROPN
Ekonomi, PROPN, PROPN, PROPN
umat, PROPN, PROPN, NOUN
membentuk, PROPN, NOUN, VERB
sebuah, NOUN, VERB, DET
bank, VERB, DET, NOUN
yang, DET, NOUN, PRON
kegiatannya, NOUN, PRON, NOUN
berpedoman, PRON, NOUN, VERB
pada, NOUN, VERB, ADP
Syariah, VERB, ADP, PROPN
Islam, ADP, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Berikut, UNKNOWN2, UNKNOWN1, DET
adalah, UNKNOWN1, DET, AUX
raja, DET, AUX, NOUN
-, AUX, NOUN, PUNCT
raja, NOUN, PUNCT, PROPN
Pajajaran, PUNCT, PROPN, PROPN
:, PROPN, PROPN, PUNCT
Raja, PROPN, PUNCT, PROPN
-, PUNCT, PROPN, PUNCT
Raja, PROPN, PUNCT, PROPN
Pajajaran, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
seperti, PROPN, PUNCT, ADP
juga, PUNCT, ADP, ADV
Raja, ADP, ADV, PROPN
-, ADV, PROPN, PUNCT
Raja, PROPN, PUNCT, PROPN
Singasari, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Majapahit, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Dharmasraya, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
dan, PROPN, PUNCT, CCONJ
Pagaruyung, PUNCT, CCONJ, PROPN
periode, CCONJ, PROPN, NOUN
awal, PROPN, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
beserta, ADJ, PUNCT, CCONJ
para, PUNCT, CCONJ, DET
pembesarnya, CCONJ, DET, NOUN
adalah, DET, NOUN, AUX
pengikut, NOUN, AUX, NOUN
sekte, AUX, NOUN, NOUN
keagamaan, NOUN, NOUN, NOUN
Tantra, NOUN, NOUN, PROPN
xDOT, NOUN, PROPN, PUNCT
Ia, UNKNOWN2, UNKNOWN1, PRON
mulai, UNKNOWN1, PRON, ADV
dikontrak, PRON, ADV, VERB
oleh, ADV, VERB, ADP
FC, VERB, ADP, PROPN
Seoul, ADP, PROPN, PROPN
saat, PROPN, PROPN, SCONJ
Senol, PROPN, SCONJ, PROPN
Gunes, SCONJ, PROPN, PROPN
menempatkkannya, PROPN, PROPN, VERB
pada, PROPN, VERB, ADP
tahun, VERB, ADP, NOUN
2004, ADP, NOUN, NUM
xDOT, NOUN, NUM, PUNCT
Hunt, UNKNOWN2, UNKNOWN1, PROPN
memperkenalkan, UNKNOWN1, PROPN, VERB
tim, PROPN, VERB, NOUN
kepada, VERB, NOUN, ADP
Luther, NOUN, ADP, PROPN
Stickell, ADP, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
kemudian, PROPN, CCONJ, ADV
memberi, CCONJ, ADV, VERB
tugas, ADV, VERB, NOUN
baru, VERB, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Salah, UNKNOWN2, UNKNOWN1, DET
satu, UNKNOWN1, DET, DET
dari, DET, DET, ADP
mereka, DET, ADP, PRON
dipersembahkan, ADP, PRON, VERB
kepada, PRON, VERB, ADP
Dretarastra, VERB, ADP, PROPN
xCOMMA, ADP, PROPN, PUNCT
kakaknya, PROPN, PUNCT, NOUN
yang, PUNCT, NOUN, PRON
buta, NOUN, PRON, ADJ
xDOT, PRON, ADJ, PUNCT
Sebagai, UNKNOWN2, UNKNOWN1, ADP
akibat, UNKNOWN1, ADP, NOUN
bertambahnya, ADP, NOUN, NOUN
pembatasan, NOUN, NOUN, NOUN
pemerintah, NOUN, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
harga, NOUN, PUNCT, NOUN
pasar, PUNCT, NOUN, NOUN
gelap, NOUN, NOUN, ADJ
untuk, NOUN, ADJ, ADP
produksi, ADJ, ADP, NOUN
yang, ADP, NOUN, PRON
bersangkut, NOUN, PRON, VERB
paut, PRON, VERB, VERB
akan, VERB, VERB, ADV
bertambah, VERB, ADV, VERB
xCOMMA, ADV, VERB, PUNCT
seperti, VERB, PUNCT, ADP
yang, PUNCT, ADP, PRON
dikatakan, ADP, PRON, VERB
pembatasan, PRON, VERB, NOUN
mewakili, VERB, NOUN, VERB
berkurangnya, NOUN, VERB, NOUN
penawaran, VERB, NOUN, NOUN
dan, NOUN, NOUN, CCONJ
bertambahnya, NOUN, CCONJ, NOUN
kemungkinan, CCONJ, NOUN, NOUN
rugi, NOUN, NOUN, NOUN
pada, NOUN, NOUN, ADP
bagian, NOUN, ADP, NOUN
penawar, ADP, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
penjual, NOUN, PUNCT, NOUN
xCOMMA, PUNCT, NOUN, PUNCT
dan, NOUN, PUNCT, CCONJ
seluruh, PUNCT, CCONJ, DET
makelar, CCONJ, DET, NOUN
xDOT, DET, NOUN, PUNCT
Tapi, UNKNOWN2, UNKNOWN1, SCONJ
sekarang, UNKNOWN1, SCONJ, NOUN
Tsuyu, SCONJ, NOUN, PROPN
lebih, NOUN, PROPN, ADV
sering, PROPN, ADV, ADV
jadi, ADV, ADV, VERB
korban, ADV, VERB, NOUN
kejahilan, VERB, NOUN, NOUN
Mitsuya, NOUN, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
yang, PROPN, PUNCT, PRON
kemungkinan, PUNCT, PRON, NOUN
merasa, PRON, NOUN, VERB
kecewa, NOUN, VERB, ADJ
Tsuyu, VERB, ADJ, PROPN
tidak, ADJ, PROPN, PART
membalas, PROPN, PART, VERB
perasaannya, PART, VERB, NOUN
waktu, VERB, NOUN, NOUN
kecil, NOUN, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Berpalingkah, UNKNOWN2, UNKNOWN1, VERB
engkau, UNKNOWN1, VERB, PRON
dari, VERB, PRON, ADP
kepercayaan, PRON, ADP, NOUN
dan, ADP, NOUN, CCONJ
persembahanku, NOUN, CCONJ, NOUN
?, CCONJ, NOUN, PUNCT
Pengaruh, UNKNOWN2, UNKNOWN1, PROPN
kakawen, UNKNOWN1, PROPN, NOUN
masuk, PROPN, NOUN, VERB
pula, NOUN, VERB, ADV
secara, VERB, ADV, ADP
utuh, ADV, ADP, ADJ
pada, ADP, ADJ, ADP
Tembang, ADJ, ADP, PROPN
Sunda, ADP, PROPN, PROPN
lagam, PROPN, PROPN, PROPN
Cianjuran, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Eisenhower, UNKNOWN2, UNKNOWN1, PROPN
tidak, UNKNOWN1, PROPN, PART
yakin, PROPN, PART, VERB
xCOMMA, PART, VERB, PUNCT
apakah, VERB, PUNCT, SCONJ
Castro, PUNCT, SCONJ, PROPN
seorang, SCONJ, PROPN, DET
komunis, PROPN, DET, NOUN
atau, DET, NOUN, CCONJ
bukan, NOUN, CCONJ, ADV
xDOT, CCONJ, ADV, PUNCT
Kemudian, UNKNOWN2, UNKNOWN1, ADV
dengan, UNKNOWN1, ADV, ADP
menekan, ADV, ADP, VERB
tombol, ADP, VERB, NOUN
yang, VERB, NOUN, PRON
kedua, NOUN, PRON, NUM
pengguna, PRON, NUM, NOUN
dapat, NUM, NOUN, ADV
menyetel, NOUN, ADV, VERB
ulang, ADV, VERB, ADV
jam, VERB, ADV, NOUN
sukat, ADV, NOUN, NOUN
kembali, NOUN, NOUN, VERB
ke, NOUN, VERB, ADP
nol, VERB, ADP, NOUN
xDOT, ADP, NOUN, PUNCT
Maumere, UNKNOWN2, UNKNOWN1, PROPN
adalah, UNKNOWN1, PROPN, AUX
ibu, PROPN, AUX, NOUN
kota, AUX, NOUN, NOUN
Kabupaten, NOUN, NOUN, PROPN
Sikka, NOUN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Nusa, PROPN, PUNCT, PROPN
Tenggara, PUNCT, PROPN, PROPN
Timur, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Cerita, UNKNOWN2, UNKNOWN1, NOUN
ini, UNKNOWN1, NOUN, DET
pernah, NOUN, DET, ADV
dimuat, DET, ADV, VERB
dalam, ADV, VERB, ADP
xCOMMA, VERB, ADP, PUNCT
halaman, ADP, PUNCT, NOUN
tambahan, PUNCT, NOUN, ADJ
dari, NOUN, ADJ, ADP
surat, ADJ, ADP, NOUN
khabar, ADP, NOUN, NOUN
yang, NOUN, NOUN, PRON
terbit, NOUN, PRON, VERB
di, PRON, VERB, ADP
Belgia, VERB, ADP, PROPN
pada, ADP, PROPN, ADP
kurun, PROPN, ADP, NOUN
waktu, ADP, NOUN, NOUN
10, NOUN, NOUN, NUM
Januari, NOUN, NUM, PROPN
1929, NUM, PROPN, NUM
hingga, PROPN, NUM, CCONJ
8, NUM, CCONJ, NUM
Mei, CCONJ, NUM, PROPN
1930, NUM, PROPN, NUM
xCOMMA, PROPN, NUM, PUNCT
dan, NUM, PUNCT, CCONJ
baru, PUNCT, CCONJ, ADV
dibukukan, CCONJ, ADV, VERB
dalam, ADV, VERB, ADP
bentuk, VERB, ADP, NOUN
album, ADP, NOUN, NOUN
komik, NOUN, NOUN, NOUN
untuk, NOUN, NOUN, ADP
pertama, NOUN, ADP, NUM
kalinya, ADP, NUM, NOUN
pada, NUM, NOUN, ADP
tahun, NOUN, ADP, NOUN
1930, ADP, NOUN, NUM
xDOT, NOUN, NUM, PUNCT
Kekuatan, UNKNOWN2, UNKNOWN1, NOUN
eksekutif, UNKNOWN1, NOUN, ADJ
berada, NOUN, ADJ, VERB
di, ADJ, VERB, ADP
tangan, VERB, ADP, NOUN
presiden, ADP, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
sedangkan, NOUN, PUNCT, SCONJ
perdana, PUNCT, SCONJ, NOUN
menteri, SCONJ, NOUN, NOUN
ditunjuk, NOUN, NOUN, VERB
oleh, NOUN, VERB, ADP
presiden, VERB, ADP, NOUN
xDOT, ADP, NOUN, PUNCT
Seperti, UNKNOWN2, UNKNOWN1, ADP
banyak, UNKNOWN1, ADP, DET
kaum, ADP, DET, NOUN
sofis, DET, NOUN, NOUN
lain, NOUN, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
Hippias, ADJ, PUNCT, PROPN
mencurahkan, PUNCT, PROPN, VERB
perhatian, PROPN, VERB, NOUN
terhadap, VERB, NOUN, ADP
pertanyaan, NOUN, ADP, NOUN
xCOMMA, ADP, NOUN, PUNCT
``, NOUN, PUNCT, PUNCT
Apakah, PUNCT, PUNCT, NOUN
yang, PUNCT, NOUN, PRON
menentukan, NOUN, PRON, VERB
tingkah, PRON, VERB, NOUN
laku, VERB, NOUN, NOUN
manusia, NOUN, NOUN, NOUN
?, NOUN, NOUN, PUNCT
Dengan, UNKNOWN2, UNKNOWN1, ADP
Surat, UNKNOWN1, ADP, NOUN
Keputusan, ADP, NOUN, NOUN
Ketua, NOUN, NOUN, NOUN
Yayasan, NOUN, NOUN, PROPN
Menara, NOUN, PROPN, PROPN
Bhakti, PROPN, PROPN, PROPN
Nomor, PROPN, PROPN, NOUN
:, PROPN, NOUN, PUNCT
04, NOUN, PUNCT, NUM
/, PUNCT, NUM, SYM
SKEP, NUM, SYM, NOUN
/, SYM, NOUN, SYM
KET, NOUN, SYM, NOUN
/, SYM, NOUN, SYM
VI, NOUN, SYM, NUM
/, SYM, NUM, SYM
1985, NUM, SYM, NUM
tanggal, SYM, NUM, NOUN
12, NUM, NOUN, NUM
Juni, NOUN, NUM, NOUN
1985, NUM, NOUN, NUM
xCOMMA, NOUN, NUM, PUNCT
dibentuk, NUM, PUNCT, VERB
Panitia, PUNCT, VERB, NOUN
Pendirian, VERB, NOUN, NOUN
Universitas, NOUN, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
dengan, NOUN, PUNCT, ADP
Ketua, PUNCT, ADP, NOUN
Dr, ADP, NOUN, PROPN
xDOT, NOUN, PROPN, PUNCT
Sri, PROPN, PUNCT, PROPN
-, PUNCT, PROPN, PUNCT
Edi, PROPN, PUNCT, PROPN
Swasono, PUNCT, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
dibantu, PROPN, CCONJ, VERB
oleh, CCONJ, VERB, ADP
H, VERB, ADP, NOUN
xDOT, ADP, NOUN, PUNCT
Abdul, NOUN, PUNCT, PROPN
Madjid, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Drs, PROPN, PUNCT, NOUN
xDOT, PUNCT, NOUN, PUNCT
Iman, NOUN, PUNCT, PROPN
Santosa, PUNCT, PROPN, PROPN
Sukardi, PROPN, PROPN, PROPN
(, PROPN, PROPN, PUNCT
almarhum, PROPN, PUNCT, NOUN
), PUNCT, NOUN, PUNCT
xCOMMA, NOUN, PUNCT, PUNCT
Drs, PUNCT, PUNCT, NOUN
xDOT, PUNCT, NOUN, PUNCT
M, NOUN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Enoch, PROPN, PUNCT, PROPN
Markum, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Ir, PROPN, PUNCT, NOUN
xDOT, PUNCT, NOUN, PUNCT
Suharyadi, NOUN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
MS, PROPN, PUNCT, NOUN
xCOMMA, PUNCT, NOUN, PUNCT
Soekarno, NOUN, PUNCT, PROPN
dan, PUNCT, PROPN, CCONJ
Prijo, PROPN, CCONJ, PROPN
S, CCONJ, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Parwoto, PROPN, PUNCT, PROPN
(, PUNCT, PROPN, PUNCT
almarhum, PROPN, PUNCT, NOUN
), PUNCT, NOUN, PUNCT
xDOT, NOUN, PUNCT, PUNCT
SMA, UNKNOWN2, UNKNOWN1, PROPN
Katolik, UNKNOWN1, PROPN, PROPN
Santu, PROPN, PROPN, PROPN
Petrus, PROPN, PROPN, PROPN
Pontianak, PROPN, PROPN, PROPN
merupakan, PROPN, PROPN, VERB
SMA, PROPN, VERB, PROPN
Katolik, VERB, PROPN, PROPN
swasta, PROPN, PROPN, ADJ
yang, PROPN, ADJ, PRON
terletak, ADJ, PRON, VERB
di, PRON, VERB, ADP
JL, VERB, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
KS, PROPN, PUNCT, PROPN
Tubun, PUNCT, PROPN, PROPN
No, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
3, PROPN, PUNCT, NUM
Pontianak, PUNCT, NUM, PROPN
xDOT, NUM, PROPN, PUNCT
Seuneubok, UNKNOWN2, UNKNOWN1, PROPN
Teungoh, UNKNOWN1, PROPN, PROPN
merupakan, PROPN, PROPN, VERB
salah, PROPN, VERB, DET
satu, VERB, DET, DET
gampong, DET, DET, NOUN
yang, DET, NOUN, PRON
ada, NOUN, PRON, VERB
di, PRON, VERB, ADP
kecamatan, VERB, ADP, NOUN
Peureulak, ADP, NOUN, PROPN
Timur, NOUN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Kabupaten, PROPN, PUNCT, PROPN
Aceh, PUNCT, PROPN, PROPN
Timur, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
provinsi, PROPN, PUNCT, PROPN
Aceh, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Indonesia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Castelletto, UNKNOWN2, UNKNOWN1, PROPN
sopra, UNKNOWN1, PROPN, PROPN
Ticino, PROPN, PROPN, PROPN
adalah, PROPN, PROPN, AUX
komune, PROPN, AUX, NOUN
yang, AUX, NOUN, PRON
terletak, NOUN, PRON, VERB
di, PRON, VERB, ADP
distrik, VERB, ADP, NOUN
Provinsi, ADP, NOUN, PROPN
Novara, NOUN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Italia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Seseorang, UNKNOWN2, UNKNOWN1, NOUN
dapat, UNKNOWN1, NOUN, ADV
menyandang, NOUN, ADV, VERB
predikat, ADV, VERB, NOUN
genius, VERB, NOUN, NOUN
apabila, NOUN, NOUN, SCONJ
memiliki, NOUN, SCONJ, VERB
IQ, SCONJ, VERB, PROPN
(, VERB, PROPN, PUNCT
intellegence, PROPN, PUNCT, NOUN
quotient, PUNCT, NOUN, NOUN
), NOUN, NOUN, PUNCT
di, NOUN, PUNCT, ADP
atas, PUNCT, ADP, NOUN
140, ADP, NOUN, NUM
xDOT, NOUN, NUM, PUNCT
Yang, UNKNOWN2, UNKNOWN1, PRON
menjadi, UNKNOWN1, PRON, VERB
masalah, PRON, VERB, NOUN
kemudian, VERB, NOUN, ADV
:, NOUN, ADV, PUNCT
bagaimana, ADV, PUNCT, ADV
menghubungkan, PUNCT, ADV, VERB
tuntutan, ADV, VERB, NOUN
politis, VERB, NOUN, ADJ
dan, NOUN, ADJ, CCONJ
ilmiah, ADJ, CCONJ, ADJ
di, CCONJ, ADJ, ADP
atas, ADJ, ADP, NOUN
?, ADP, NOUN, PUNCT
Hampir, UNKNOWN2, UNKNOWN1, ADV
saja, UNKNOWN1, ADV, ADV
ketahuan, ADV, ADV, ADJ
kalau, ADV, ADJ, SCONJ
blazer, ADJ, SCONJ, NOUN
itu, SCONJ, NOUN, DET
memang, NOUN, DET, ADV
menutupi, DET, ADV, VERB
baju, ADV, VERB, NOUN
Amanda, VERB, NOUN, PROPN
yang, NOUN, PROPN, PRON
robek, PROPN, PRON, VERB
xCOMMA, PRON, VERB, PUNCT
tapi, VERB, PUNCT, SCONJ
saat, PUNCT, SCONJ, NOUN
itu, SCONJ, NOUN, DET
Amanda, NOUN, DET, PROPN
diselamatkan, DET, PROPN, VERB
oleh, PROPN, VERB, ADP
teriakan, VERB, ADP, NOUN
Eyang, ADP, NOUN, PROPN
Rini, NOUN, PROPN, PROPN
yang, PROPN, PROPN, PRON
memanggilnya, PROPN, PRON, VERB
xDOT, PRON, VERB, PUNCT
Telurnya, UNKNOWN2, UNKNOWN1, NOUN
berwarna, UNKNOWN1, NOUN, VERB
putih, NOUN, VERB, ADJ
dan, VERB, ADJ, CCONJ
agak, ADJ, CCONJ, ADJ
lonjong, CCONJ, ADJ, ADJ
xDOT, ADJ, ADJ, PUNCT
Ibadat, UNKNOWN2, UNKNOWN1, PROPN
Harian, UNKNOWN1, PROPN, PROPN
dapat, PROPN, PROPN, ADV
dilakukan, PROPN, ADV, VERB
bersama, ADV, VERB, ADV
atau, VERB, ADV, CCONJ
secara, ADV, CCONJ, ADP
perorangan, CCONJ, ADP, ADJ
xDOT, ADP, ADJ, PUNCT
Angkatan, UNKNOWN2, UNKNOWN1, NOUN
perang, UNKNOWN1, NOUN, NOUN
terpecah, NOUN, NOUN, VERB
xDOT, NOUN, VERB, PUNCT
Tempat, UNKNOWN2, UNKNOWN1, NOUN
ini, UNKNOWN1, NOUN, DET
juga, NOUN, DET, ADV
tempat, DET, ADV, NOUN
berbagai, ADV, NOUN, DET
jenis, NOUN, DET, NOUN
tumbuhan, DET, NOUN, NOUN
endemik, NOUN, NOUN, ADJ
seperti, NOUN, ADJ, ADP
xCOMMA, ADJ, ADP, PUNCT
kantong, ADP, PUNCT, NOUN
semar, PUNCT, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
bunga, NOUN, PUNCT, NOUN
terbesar, PUNCT, NOUN, ADJ
di, NOUN, ADJ, ADP
dunia, ADJ, ADP, NOUN
Rafflesia, ADP, NOUN, PROPN
Arnoldi, NOUN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
dan, PROPN, PUNCT, CCONJ
bunga, PUNCT, CCONJ, NOUN
tertinggi, CCONJ, NOUN, ADJ
Amorphophallus, NOUN, ADJ, PROPN
titanum, ADJ, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Melihat, UNKNOWN2, UNKNOWN1, VERB
situasi, UNKNOWN1, VERB, NOUN
negara, VERB, NOUN, NOUN
saat, NOUN, NOUN, NOUN
itu, NOUN, NOUN, DET
yang, NOUN, DET, PRON
diperintah, DET, PRON, VERB
oleh, PRON, VERB, ADP
Raja, VERB, ADP, PROPN
Jie, ADP, PROPN, PROPN
yang, PROPN, PROPN, PRON
tiran, PROPN, PRON, ADJ
xCOMMA, PRON, ADJ, PUNCT
timbullah, ADJ, PUNCT, VERB
niatnya, PUNCT, VERB, NOUN
untuk, VERB, NOUN, ADP
menumbangkan, NOUN, ADP, VERB
Dinasti, ADP, VERB, PROPN
Xia, VERB, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Untuk, PROPN, PUNCT, ADP
menunjang, PUNCT, ADP, NOUN
ekspansinya, ADP, NOUN, NOUN
ke, NOUN, NOUN, ADP
barat, NOUN, ADP, NOUN
xCOMMA, ADP, NOUN, PUNCT
ia, NOUN, PUNCT, PRON
memindahkan, PUNCT, PRON, VERB
ibukotanya, PRON, VERB, NOUN
ke, VERB, NOUN, ADP
Bo, NOUN, ADP, PROPN
(, ADP, PROPN, PUNCT
亳, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
sekarang, PROPN, PUNCT, NOUN
wilayah, PUNCT, NOUN, NOUN
Zhengzhou, NOUN, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
Henan, PROPN, PUNCT, PROPN
), PUNCT, PROPN, PUNCT
sebagai, PROPN, PUNCT, ADP
basis, PUNCT, ADP, NOUN
untuk, ADP, NOUN, ADP
melawan, NOUN, ADP, VERB
Raja, ADP, VERB, PROPN
Jie, VERB, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Ia, PROPN, PUNCT, PRON
mengatur, PUNCT, PRON, VERB
administrasi, PRON, VERB, NOUN
negara, VERB, NOUN, NOUN
dengan, NOUN, NOUN, ADP
baik, NOUN, ADP, ADJ
dan, ADP, ADJ, CCONJ
mempekerjakan, ADJ, CCONJ, VERB
orang, CCONJ, VERB, NOUN
-, VERB, NOUN, PUNCT
orang, NOUN, PUNCT, NOUN
berbakat, PUNCT, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Setelah, UNKNOWN2, UNKNOWN1, ADP
tamat, UNKNOWN1, ADP, NOUN
STOVIA, ADP, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
antara, PROPN, PUNCT, ADP
tahun, PUNCT, ADP, NOUN
1924, ADP, NOUN, NUM
-, NOUN, NUM, PUNCT
1928, NUM, PUNCT, NUM
xCOMMA, PUNCT, NUM, PUNCT
Amir, NUM, PUNCT, PROPN
mendapat, PUNCT, PROPN, VERB
kesempatan, PROPN, VERB, NOUN
untuk, VERB, NOUN, ADP
meneruskan, NOUN, ADP, VERB
belajar, ADP, VERB, NOUN
di, VERB, NOUN, ADP
Fakultas, NOUN, ADP, NOUN
Kedokteran, ADP, NOUN, PROPN
Universitas, NOUN, PROPN, PROPN
Utrecht, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Belanda, PROPN, PUNCT, PROPN
dengan, PUNCT, PROPN, ADP
beasiswa, PROPN, ADP, NOUN
dari, ADP, NOUN, ADP
perkumpulan, NOUN, ADP, NOUN
Teosofi, ADP, NOUN, PROPN
xDOT, NOUN, PROPN, PUNCT
Tenggelamnya, UNKNOWN2, UNKNOWN1, PROPN
RMS, UNKNOWN1, PROPN, PROPN
Titanic, PROPN, PROPN, PROPN
terjadi, PROPN, PROPN, VERB
pada, PROPN, VERB, ADP
malam, VERB, ADP, NOUN
14, ADP, NOUN, NUM
April, NOUN, NUM, PROPN
sampai, NUM, PROPN, ADP
pagi, PROPN, ADP, NOUN
15, ADP, NOUN, NUM
April, NOUN, NUM, PROPN
1912, NUM, PROPN, NUM
di, PROPN, NUM, ADP
Samudra, NUM, ADP, PROPN
Atlantik, ADP, PROPN, PROPN
Utara, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
empat, PROPN, PUNCT, NUM
hari, PUNCT, NUM, NOUN
setelah, NUM, NOUN, ADV
berangkat, NOUN, ADV, VERB
dari, ADV, VERB, ADP
Southampton, VERB, ADP, PROPN
dalam, ADP, PROPN, ADP
pelayaran, PROPN, ADP, NOUN
perdananya, ADP, NOUN, ADJ
menuju, NOUN, ADJ, VERB
New, ADJ, VERB, PROPN
York, VERB, PROPN, PROPN
City, PROPN, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Kapal, PROPN, PUNCT, NOUN
super, PUNCT, NOUN, ADJ
terbesar, NOUN, ADJ, ADJ
yang, ADJ, ADJ, PRON
beroperasi, ADJ, PRON, VERB
pada, PRON, VERB, ADP
masa, VERB, ADP, NOUN
itu, ADP, NOUN, DET
xCOMMA, NOUN, DET, PUNCT
Titanic, DET, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
mengangkut, PROPN, PUNCT, VERB
sekitar, PUNCT, VERB, ADP
2.224, VERB, ADP, NUM
&amp;nbsp, ADP, NUM, NOUN
;, NUM, NOUN, PUNCT
orang, NOUN, PUNCT, NOUN
ketika, PUNCT, NOUN, SCONJ
menabrak, NOUN, SCONJ, VERB
gunung, SCONJ, VERB, NOUN
es, VERB, NOUN, NOUN
pada, NOUN, NOUN, ADP
pukul, NOUN, ADP, NOUN
23, ADP, NOUN, NUM
:, NOUN, NUM, PUNCT
40, NUM, PUNCT, NUM
(, PUNCT, NUM, PUNCT
waktu, NUM, PUNCT, NOUN
kapal, PUNCT, NOUN, NOUN
), NOUN, NOUN, PUNCT
pada, NOUN, PUNCT, ADP
hari, PUNCT, ADP, NOUN
Minggu, ADP, NOUN, PROPN
xCOMMA, NOUN, PROPN, PUNCT
14&amp;nbsp, PROPN, PUNCT, NUM
;, PUNCT, NUM, PUNCT
April, NUM, PUNCT, PROPN
1912, PUNCT, PROPN, NUM
xDOT, PROPN, NUM, PUNCT
Siapakah, UNKNOWN2, UNKNOWN1, PRON
yang, UNKNOWN1, PRON, PRON
menolong, PRON, PRON, VERB
kita, PRON, VERB, PRON
dari, VERB, PRON, ADP
tangan, PRON, ADP, NOUN
Allah, ADP, NOUN, PROPN
yang, NOUN, PROPN, PRON
maha, PROPN, PRON, ADV
dahsyat, PRON, ADV, ADJ
ini, ADV, ADJ, DET
?, ADJ, DET, PUNCT
Mereka, UNKNOWN2, UNKNOWN1, PRON
